target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-3-1,reactant-4-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2
C67775,1,,,,Nc1ccc2cn[nH]c2n1,CC(C(=O)O)c1cncc(F)c1,CC(C(=O)Nc1ccc2cn[nH]c2n1)c1cncc(F)c1,Amidation,,,,,,,,,,
C66102,1,,,,N,C=C(CC)CC(=O)CCc1cccnc1,C=C(CC)CC(N)CCc1cccnc1,Reductive_amination,,,,,,,,,,
C7563,1,,,,Brc1ncnc2ccccc12,c1csc(C2CNCCO2)n1,c1ccc2c(N3CCOC(c4nccs4)C3)ncnc2c1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C59758,1,,,,NC1CC(c2ncc[nH]2)C1,CC(C)(C)OC(=O)c1ccc2c(c1)CCNC2,O=C(NC1CC(c2ncc[nH]2)C1)c1ccc2c(c1)CCNC2,Ester_amidation,,,,,,,,,,
C58017,1,,,,OCCOC1CNC1,O=C(O)CNc1nc2ccccc2s1,O=C(CNc1nc2ccccc2s1)N1CC(OCCO)C1,Amidation,,,,,,,,,,
C60189,1,,,,N#Cc1ccc2c(c1)CNC2,O=C(O)C(=O)NCCOC1CCNC1,N#Cc1ccc2c(c1)CN(C(=O)C(=O)NCCOC1CCNC1)C2,Amidation,,,,,,,,,,
C67052,1,,,,CC=O,NCc1nnc2ccccn12,CC(NCc1nnc2ccccn12)c1ccc2cccnc2c1,Petasis-borono_Mannich_reaction,,,OB(O)c1ccc2cccnc2c1,,,,,,,
C90533,1,,,,O=C(O)C1CCC2(CCNCC2)CN1,COc1cnc2ccccc2c1N,COc1c(C2CCC3(CCNCC3)CN2)nc2ccccc2c1N,Minisci_reaction_with_carboxylic_acid_(intermolecular),,,,,,,,,,
C58693,1,,,,Ic1ccc2ncccc2c1,CCCC[Sn](CCCC)(CCCC)c1ncco1,c1cnc2ccc(-c3ncco3)cc2c1,Stille_coupling,,,,,,,,,,
C66459,1,,,,c1cnc(C2CCCCN2)nc1,O=C(O)c1ccnc2c1CNC2,O=C(c1ccnc2c1CNC2)N1CCCCC1c1ncccn1,Amidation,,,,,,,,,,
C64544,1,,,,NCc1cnc2sccn12,Cc1nc2ccccc2cc1C(=O)O,Cc1nc2ccccc2cc1C(=O)NCc1cnc2sccn12,Amidation,,,,,,,,,,
C107415,1,,,,Sc1cnn2c1CNCC2,CCCN(CCC)CCBr,CCCN(CCC)CCSc1cnn2c1CNCC2,Nucleophilic_substitution_with_thiol,,,,,,,,,,
C108924,1,,,,O=C(O)c1cccc2ncccc12,CCCc1nc(C#N)co1,CCCc1nc(-c2noc(-c3cccc4ncccc34)n2)co1,"1,2,4-Oxadiazole_synthesis_(nitrile_+_carboxylic_acid)",,,,,,,,,,
C82390,1,,,,OCc1cnn2c1CNCC2,Cc1ccc(C#N)cc1CCN,Cc1ccc(C#N)cc1CCNCc1cnn2c1CNCC2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C82396,1,,,,OCc1cnn2c1CNCC2,Cc1cnc2c(cnn2CC(O)=NCCN)c1,Cc1cnc2c(cnn2CC(O)=NCCNCc2cnn3c2CNCC3)c1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C74379,1,,,,OC1CNCCN1,Brc1ccnc2ccccc12,OC1CNCCN1c1ccnc2ccccc12,Buchwald-Hartwig_amination,,,,,,,,,,
C2807,1,,,,NC(Cc1c[nH]cn1)C(=O)O,Cc1ccc2c(c1)CNC2,Cc1ccc2c(c1)CN(C(=O)C(N)Cc1c[nH]cn1)C2,Amidation,,,,,,,,,,
C110920,1,,,,CCC(N)c1ncc[nH]1,CSC(C)CCC(=O)O,CCC(NC(=O)CCC(C)SC)c1ncc[nH]1,Amidation,,,,,,,,,,
C85428,1,,,,Nc1cccc2c(C(=O)O)cccc12,CS(=O)(=O)c1ccc(N2CCNCC2)cc1N,CS(=O)(=O)c1ccc(N2CCNCC2)cc1NC(=O)c1cccc2c(N)cccc12,Amidation,,,,,,,,,,
C107300,1,,,,CCOC1CNCCC1=O,CC(C)(C(=O)O)c1ccns1,CCOC1CN(C(=O)C(C)(C)c2ccns2)CCC1=O,Amidation,,,,,,,,,,
C62013,1,,,,Cc1cc2n(n1)CCNC2,O=C(O)c1cccn2nncc12,Cc1cc2n(n1)CCN(C(=O)c1cccn3nncc13)C2,Amidation,,,,,,,,,,
C107884,1,,,,Nc1nc(-c2ccccn2)nc2ccccc12,ClCc1ccco1,c1ccc(-c2nc(NCc3ccco3)c3ccccc3n2)nc1,Amine_alkylation,,,,,,,,,,
C62098,1,,,,CCOCCCN=C=O,CC(N)C(=O)N1Cc2ccccc2C1,CCOCCCNC(=O)NC(C)C(=O)N1Cc2ccccc2C1,Isocyanate_to_urea,,,,,,,,,,
C112745,1,,,,O=C(O)c1ccc2ccccc2n1,CNc1nc2cccc(Cl)c2s1,CN(C(=O)c1ccc2ccccc2n1)c1nc2cccc(Cl)c2s1,Amidation,,,,,,,,,,
C107987,1,,,,O=C(CNC(=O)c1cc[nH]n1)c1ccccc1,NC1CCCNC1=O,O=C(NCC(NC1CCCNC1=O)c1ccccc1)c1cc[nH]n1,Reductive_amination,,,,,,,,,,
C72742,1,,,,N,Cc1cccc2c1C1(CCCC1)C(=O)C2,Cc1cccc2c1C1(CCCC1)C(N)C2,Reductive_amination,,,,,,,,,,
C112217,1,,,,O=C(O)Cc1csc2nccn12,CC(C)(C(N)=O)N1CCNCC1,CC(C)(C(N)=O)N1CCN(C(=O)Cc2csc3nccn23)CC1,Amidation,,,,,,,,,,
C12771,1,,,,O=C(O)Cn1cccn1,CCC(N)CNC(=O)c1nccs1,CCC(CNC(=O)c1nccs1)NC(=O)Cn1cccn1,Amidation,,,,,,,,,,
C62126,1,,,,CCC(C)(C)CN,CC(N)C(=O)N1Cc2ccccc2C1,CCC(C)(C)CNC(=O)NC(C)C(=O)N1Cc2ccccc2C1,Formation_of_urea_from_two_amines,,,,,,,,,,
C82392,1,,,,OCc1cnn2c1CNCC2,C=Cc1cccc(CCCN)c1,C=Cc1cccc(CCCNCc2cnn3c2CNCC3)c1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C1954,1,,,,C1CNCCN1,OB(O)c1cncs1,c1ncc(N2CCNCC2)s1,Chan-Lam_coupling_(amination),,,,,,,,,,
C59171,1,,,,[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1,O=Cc1nccs1,c1csc(-c2cnco2)n1,Van_Leusen_oxazole_synthesis,,,,,,,,,,
C108386,1,,,,Nc1ccnc2ccsc12,CCC(=O)CCl,CCC(CCl)Nc1ccnc2ccsc12,Reductive_amination,,,,,,,,,,
C59176,1,,,,Ic1nccs1,CC1(C)OB(c2cnsc2)OC1(C)C,c1csc(-c2cnsc2)n1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C59020,1,,,,Nc1ccc(Br)cc1,N#Cc1ccsn1,Brc1ccc2nc(-c3ccsn3)[nH]c2c1,2-Substituted_(aza)benzimidazole_synthesis_from_aromatic_amine_and_nitrile,,,,,,,,,,
C86577,1,,,,Cc1ncc(B2OC(C)(C)C(C)(C)O2)cn1,Cc1ccc(C(=O)Nc2cnn(C)c2)c(Cl)c1C,Cc1ncc(-c2c(C(=O)Nc3cnn(C)c3)ccc(C)c2C)cn1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C113263,1,,,,Ic1cccc2ncccc12,NC(=O)c1cc2c(s1)CCC2,O=C(Nc1cccc2ncccc12)c1cc2c(s1)CCC2,Iodo_N-arylation,,,,,,,,,,
C104957,1,,,,Ic1ccc2c(c1)CNC2,NC(=O)c1ccc2ncc(Br)cc2c1,O=C(Nc1ccc2c(c1)CNC2)c1ccc2ncc(Br)cc2c1,Iodo_N-arylation,,,,,,,,,,
C69798,1,,,,O=C(O)CCCc1cccnc1,Cc1cc(C(=O)N(C)CCN)cs1,Cc1cc(C(=O)N(C)CCNC(=O)CCCc2cccnc2)cs1,Amidation,,,,,,,,,,
C109200,1,,,,O=C(O)c1cccc2cc[nH]c12,Nc1cccc(C2CC2)n1,O=C(Nc1cccc(C2CC2)n1)c1cccc2cc[nH]c12,Amidation,,,,,,,,,,
C108558,1,,,,Cc1nc(C(=O)O)c[nH]1,CCCNCCNC(=O)c1cc[nH]n1,CCCN(CCNC(=O)c1cc[nH]n1)C(=O)c1c[nH]c(C)n1,Amidation,,,,,,,,,,
C108379,1,,,,Brc1ccnc2ccsc12,CC(C)(C)CN,CC(C)(C)CNc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C108381,1,,,,Brc1ccnc2ccsc12,CC(C)(N)CCl,CC(C)(CCl)Nc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C109220,1,,,,O=C(O)c1cccc2cc[nH]c12,NC1CCOC(c2ccccn2)C1,O=C(NC1CCOC(c2ccccn2)C1)c1cccc2cc[nH]c12,Amidation,,,,,,,,,,
C108383,1,,,,Brc1ccnc2ccsc12,CC(C)C(C)N,CC(C)C(C)Nc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C111558,1,,,,O=C(O)C(F)(F)c1nccs1,CC(NCC(N)=O)c1ccccc1,CC(c1ccccc1)N(CC(N)=O)C(=O)C(F)(F)c1nccs1,Amidation,,,,,,,,,,
C108385,1,,,,CC(C)CN,Brc1ccnc2ccsc12,CC(C)CNc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C60959,1,,,,O=Cc1ccc2c(c1)CNC2,c1coc(CNCc2ccco2)c1,c1coc(CN(Cc2ccc3c(c2)CNC3)Cc2ccco2)c1,Reductive_amination,,,,,,,,,,
C60894,1,,,,IC1CCCNC1,c1c[nH]nn1,c1cnn(C2CCCNC2)n1,Amine_alkylation,,,,,,,,,,
C112324,1,,,,CC(O)C(=O)O,NC1C2CN(C(=O)c3nnn4ccccc34)CC12,CC(O)C(=O)NC1C2CN(C(=O)c3nnn4ccccc34)CC21,Amidation,,,,,,,,,,
C111861,1,,,,CC1(C)OB(C2CCCNC2)OC1(C)C,Brc1cccc2c1CCS2,c1cc2c(c(C3CCCNC3)c1)CCS2,Sp3-sp2_Suzuki_coupling,,,,,,,,,,
C65501,1,,,,O=C(O)c1nc2ccccc2o1,CNCc1cncn1C,CN(Cc1cncn1C)C(=O)c1nc2ccccc2o1,Amidation,,,,,,,,,,
C57833,1,,,,CNCc1ccc2cc[nH]c2c1,O=C(O)c1nc(Cl)cs1,CN(Cc1ccc2cc[nH]c2c1)C(=O)c1nc(Cl)cs1,Amidation,,,,,,,,,,
C108392,1,,,,Clc1ccnc2ccsc12,C[S+]([O-])CCN,C[S+]([O-])CCNc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C47569,1,,,,C1CCNCC1,OB(O)c1cncnc1,c1ncc(N2CCCCC2)cn1,Chan-Lam_coupling_(amination),,,,,,,,,,
C108396,1,,,,Nc1ccnc2ccsc12,CC#CC=O,CC#CCNc1ccnc2ccsc12,Reductive_amination,,,,,,,,,,
C61503,1,,,,Nc1cccc2c1CNC2,OCC1CCOC1,Nc1cccc2c1CN(CC1CCOC1)C2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C109564,1,,,,Cc1cn2cc(C(=O)O)ccc2n1,CNC1CCCCNC1,Cc1cn2cc(C(=O)N(C)C3CCCCNC3)ccc2n1,Amidation,,,,,,,,,,
C108399,1,,,,Brc1ccnc2ccsc12,CCCCCN,CCCCCNc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C13903,1,,,,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,NCCc1c[nH]cn1,O=C(NCCc1c[nH]cn1)c1cc(-c2ccccc2)nc2ccccc12,Amidation,,,,,,,,,,
C70544,1,,,,NC(CB(O)O)C(=O)O,CCn1cnc2cccc(Br)c21,CCn1cnc2cccc(CC([NH3+])C(=O)[O-])c21,Sp3-sp2_Suzuki_coupling,,,,,,,,,,
C113266,1,,,,Ic1cccc2ncccc12,NC(=O)c1ccoc1,O=C(Nc1cccc2ncccc12)c1ccoc1,Iodo_N-arylation,,,,,,,,,,
C6014,1,,,,O=C(O)Cc1nc(-c2ccccc2)cs1,NCc1ncccn1,O=C(Cc1nc(-c2ccccc2)cs1)NCc1ncccn1,Amidation,,,,,,,,,,
C108403,1,,,,C#CC=O,Nc1ccnc2ccsc12,C#CCNc1ccnc2ccsc12,Reductive_amination,,,,,,,,,,
C59553,1,,,,Cc1nc(CC(=O)O)cs1,CNCCN(C(=O)c1cc[nH]n1)C(C)C,Cc1nc(CC(=O)N(C)CCN(C(=O)c2cc[nH]n2)C(C)C)cs1,Amidation,,,,,,,,,,
C60900,1,,,,CC1(C)OB(C2CCCNC2)OC1(C)C,Brc1nc2n(n1)CCSC2,C1CNCC(c2nc3n(n2)CCSC3)C1,Sp3-sp2_Suzuki_coupling,,,,,,,,,,
C59573,1,,,,CC1NCc2ccccc21,O=C(O)c1ccc2n[nH]c(=O)n2c1,CC1c2ccccc2CN1C(=O)c1ccc2n[nH]c(=O)n2c1,Amidation,,,,,,,,,,
C74431,1,,,,NC(CO)C(=O)O,Brc1ccc2nccc(N3CCNCC3)c2c1,[NH3+]C(Cc1ccc2nccc(N3CCNCC3)c2c1)C(=O)[O-],Sp3-sp2_Macmillan_coupling_alcohol_and_aryl_halide,,,,,,,,,,
C79027,1,,,,Cc1ccc2cccnc2c1Br,CC1OCCC1=O,Cc1ccc2cccnc2c1C1(O)CCOC1C,NHK_reaction,,,,,,,,,,
C59253,1,,,,O=C(O)c1ccc2c(c1)CNC2,O=C(O)c1csc2cccnc12,O=C(O)c1ccc2c(c1)CN(C(=O)c1csc3cccnc13)C2,Amidation,,,,,,,,,,
C17917,1,,,,O=S(=O)(Cl)c1ccc2ncsc2c1,CCN1CCC(NC)CC1,CCN1CCC(N(C)S(=O)(=O)c2ccc3ncsc3c2)CC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,,,,,,,
C65697,1,,,,NS(=O)(=O)c1csc(Br)n1,C=Cc1cccc2nccn12,NS(=O)(=O)c1csc(C=Cc2cccc3nccn23)n1,Heck_reaction_(intermolecular),,,,,,,,,,
C68259,1,,,,O=C(O)c1cccc2cnsc12,Nc1cc2[nH]cnc2cc1F,O=C(Nc1cc2[nH]cnc2cc1F)c1cccc2cnsc12,Amidation,,,,,,,,,,
C17132,1,,,,NCC(O)c1c[nH]cn1,Cc1nc2c(C(=O)O)cccc2[nH]1,Cc1nc2c(C(=O)NCC(O)c3c[nH]cn3)cccc2[nH]1,Amidation,,,,,,,,,,
C112643,1,,,,CNCc1cnn2c1CNCC2,NCC(Cc1ccccc1)C(=O)O,CN(Cc1cnn2c1CNCC2)C(=O)C(CN)Cc1ccccc1,Amidation,,,,,,,,,,
C59837,1,,,,c1csc(N2CCNCC2)n1,O=C(O)COCc1nc2ccccc2s1,O=C(COCc1nc2ccccc2s1)N1CCN(c2nccs2)CC1,Amidation,,,,,,,,,,
C111931,1,,,,O=C1CCCC(O)CN1,CC(=O)NCc1ccc(C(=O)O)s1,CC(=O)NCc1ccc(C(=O)OC2CCCC(=O)NC2)s1,Steglich_esterification,,,,,,,,,,
C59959,1,,,,CNC(=O)CO,C1CNC2(CCN1)CC2,CNC(=O)CN1CCNCCC12CC2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C48535,1,,,,NCc1ccc2ncccc2c1,COC(C)C(=O)N1CCC(CO)CC1,COC(C)C(=O)N1CCC(CNCc2ccc3ncccc3c2)CC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C8117,1,,,,O=C(O)Cc1ncc[nH]1,CC1NC(=O)CCC1CN,CC1NC(=O)CCC1CNC(=O)Cc1ncc[nH]1,Amidation,,,,,,,,,,
C110260,1,,,,O=C(O)c1cc2ccsc2[nH]1,CC(C)(C)c1nc[nH]c1CO,CC(C)(C)c1nc[nH]c1COC(=O)c1cc2ccsc2[nH]1,Steglich_esterification,,,,,,,,,,
C108810,1,,,,O=Cc1nc2ccccc2[nH]1,C=CCCC(N)CC,C=CCCC(CC)NCc1nc2ccccc2[nH]1,Reductive_amination,,,,,,,,,,
C76090,1,,,,O=C(Nc1ccc2c(c1)CNC2)c1cccc2c1NCC2,CN(CBr)C1CCOCC1,CN(CN1CCc2cccc(C(=O)Nc3ccc4c(c3)CNC4)c21)C1CCOCC1,Amine_alkylation,,,,,,,,,,
C59269,1,,,,OC1CCNCC1,Brc1ccc2c(c1)CCNC2,c1cc2c(cc1C1CCNCC1)CCNC2,Sp3-sp2_Macmillan_coupling_alcohol_and_aryl_halide,,,,,,,,,,
C59613,1,,,,Cc1ccc2c(c1)CNC2,O=C(O)c1nccn2nccc12,Cc1ccc2c(c1)CN(C(=O)c1nccn3nccc13)C2,Amidation,,,,,,,,,,
C13880,1,,,,Brc1ncc[nH]1,COc1nc2ccccc2cc1CCl,COc1nc2ccccc2cc1CS(=O)(=O)c1ncc[nH]1,Formation_of_sulfone_from_halide_-_Shavnya_reaction,,,,,,,,,,
C108828,1,,,,O=CC(F)(F)F,NCCc1nc2ccccc2[nH]1,FC(F)(F)CNCCc1nc2ccccc2[nH]1,Reductive_amination,,,,,,,,,,
C62670,1,,,,O=C(O)c1cc2ncccc2o1,COc1ccc2ncccc2c1N,COc1ccc2ncccc2c1NC(=O)c1cc2ncccc2o1,Amidation,,,,,,,,,,
C103448,1,,,,Nc1ccc(Cl)cc1C(=O)Nc1ccc2c(c1)CNC2,CN(C)CC#N,CN(C)Cc1nc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(Cl)cc2[nH]1,2-Substituted_(aza)benzimidazole_synthesis_from_aromatic_amine_and_nitrile,,,,,,,,,,
C108304,1,,,,Clc1cnn2c1CNCC2,Nc1ccc2nscc2c1,O=C(Nc1ccc2nscc2c1)N1CCn2ncc(Cl)c2C1,Formation_of_urea_from_two_amines,,,,,,,,,,
C60230,1,,,,O=C(O)CC1CCCCN1,Cn1c(=O)[nH]c2ccc(N)cc21,Cn1c(=O)[nH]c2ccc(NC(=O)CC3CCCCN3)cc21,Amidation,,,,,,,,,,
C5230,1,,,,O=C(O)c1nc(Cl)cs1,CC(N)CNC(=O)CCc1c[nH]cn1,CC(CNC(=O)CCc1c[nH]cn1)NC(=O)c1nc(Cl)cs1,Amidation,,,,,,,,,,
C65583,1,,,,C1CCNCC1,Clc1ncc2sccc2n1,c1cc2nc(N3CCCCC3)ncc2s1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C61042,1,,,,Nc1nc2ccccc2n1-c1ccccc1,O=C(O)c1ccn[nH]1,O=C(Nc1nc2ccccc2n1-c1ccccc1)c1cc[nH]n1,Amidation,,,,,,,,,,
C62466,1,,,,C1CNCCN1,Brc1nc2c(s1)CCCCC2,C1CCc2nc(N3CCNCC3)sc2CC1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C109218,1,,,,Nc1nc(-c2cc3ccccc3[nH]2)n[nH]1,CN(C)C=CC(=O)c1cccnc1,c1cncc(-c2ccnc3nc(-c4cc5ccccc5[nH]4)nn23)c1,"Pyrazolo[1,5-a]pyrimidine_synthesis",,,,,,,,,,
C69815,1,,,,CN1CCNC(Br)C1,CC(=O)c1ccc2ncoc2c1,CN1CCNC(CC(=O)c2ccc3ncoc3c2)C1,Alpha_alkylation_of_ketone,,,,,,,,,,
C59541,1,,,,c1cc(C2CCNC2)n[nH]1,O=C(O)CCc1cncs1,O=C(CCc1cncs1)N1CCC(c2ccn[nH]2)C1,Amidation,,,,,,,,,,
C110950,1,,,,NCC(F)(F)F,CC(C)(C(=O)O)c1c[nH]cn1,CC(C)(C(=O)NCC(F)(F)F)c1c[nH]cn1,Amidation,,,,,,,,,,
C13853,1,,,,CC(N)c1ncc[nH]1,COc1ccc2c(C(=O)O)ccnc2c1,COc1ccc2c(C(=O)NC(C)c3ncc[nH]3)ccnc2c1,Amidation,,,,,,,,,,
C60075,1,,,,NCC1CCCC(=O)N1,O=C(O)c1ccc2c(c1)CCCNC2,O=C1CCCC(CNC(=O)c2ccc3c(c2)CCCNC3)N1,Amidation,,,,,,,,,,
C47391,1,,,,Nc1cccc(C2CC2)n1,CCOC(=O)c1ccc2ncccc2c1,O=C(Nc1cccc(C2CC2)n1)c1ccc2ncccc2c1,Ester_amidation,,,,,,,,,,
C110271,1,,,,NCCc1cccc2cc[nH]c12,CCCn1ccnc1C=O,CCCn1ccnc1CNCCc1cccc2cc[nH]c12,Reductive_amination,,,,,,,,,,
C1047,1,,,,Cc1cnn2c1CNCC2,CC(N)c1cccnc1,Cc1cnn2c1CN(C(=O)NC(C)c1cccnc1)CC2,Formation_of_urea_from_two_amines,,,,,,,,,,
C107817,1,,,,Brc1ncnc2ccccc12,C#CC(C)(C)N,C#CC(C)(C)Nc1ncnc2ccccc12,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C111379,1,,,,CNC(=O)CC(=O)O,O=C(OCc1cscn1)C1CCCc2sccc21,CNC(=O)Cc1nc(COC(=O)C2CCCc3sccc32)cs1,Minisci_reaction_with_carboxylic_acid_(intermolecular),,,,,,,,,,
C59923,1,,,,Nc1cc(C2CC2)ccn1,CCC(N)c1ncccn1,CCC(NC(=O)Nc1cc(C2CC2)ccn1)c1ncccn1,Formation_of_urea_from_two_amines,,,,,,,,,,
C108668,1,,,,Brc1nnc2ccccn12,O=C1CCC2(CCNCC2)CN1CCc1cccnc1,O=C1CCC2(CCN(c3nnc4ccccn34)CC2)CN1CCc1cccnc1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C68633,1,,,,c1ccc(-c2c[nH]nn2)nc1,CC(C)(CO)NC(=O)C1CC(I)C1,CC(C)(CO)NC(=O)C1CC(n2cc(-c3ccccn3)nn2)C1,Amine_alkylation,,,,,,,,,,
C66837,1,,,,OC1CCCNC1,Brc1ncc2n1CCCC2,c1nc(C2CCCNC2)n2c1CCCC2,Sp3-sp2_Macmillan_coupling_alcohol_and_aryl_halide,,,,,,,,,,
C5200,1,,,,O=C(O)c1cnc(C2CCOCC2)s1,CC(N)c1ncc[nH]1,CC(NC(=O)c1cnc(C2CCOCC2)s1)c1ncc[nH]1,Amidation,,,,,,,,,,
C107637,1,,,,O=C(O)c1cccnc1,CCCC(C)(CC)C(=O)NCC(O)CN,CCCC(C)(CC)C(=O)NCC(O)CNC(=O)c1cccnc1,Amidation,,,,,,,,,,
C108362,1,,,,O=C(O)c1cnc[nH]1,CC(N)CNC(=O)c1cn2ccccc2n1,CC(CNC(=O)c1cn2ccccc2n1)NC(=O)c1cnc[nH]1,Amidation,,,,,,,,,,
C15917,1,,,,NCC1CCNCC1,N#Cc1ccc2c(c1)CNC2,N#Cc1ccc2c(c1)CN(C(=O)NCC1CCNCC1)C2,Formation_of_urea_from_two_amines,,,,,,,,,,
C112705,1,,,,NCc1ccc2[nH]cnc2c1,NCC1CCC(CC(=O)O)CC1,NCC1CCC(CC(=O)NCc2ccc3[nH]cnc3c2)CC1,Amidation,,,,,,,,,,
C59610,1,,,,Clc1ccc2c(c1)CNC2,O=C(O)c1nccn2nccc12,O=C(c1nccn2nccc12)N1Cc2ccc(Cl)cc2C1,Amidation,,,,,,,,,,
C110236,1,,,,CC(C)(CN)C1CCCN1,Brc1ccc2scnc2c1,CC(C)(CNS(=O)(=O)c1ccc2scnc2c1)C1CCCN1,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction,,,,,,,,,,
C77734,1,,,,CNCc1cccc(B(O)O)c1,C=CN,C=CNc1cccc(CNC)c1,Chan-Lam_coupling_(amination),,,,,,,,,,
C8326,1,,,,Ic1ccccn1,c1ccc2[nH]ccc2c1,c1ccc(-n2ccc3ccccc32)nc1,Iodo_N-arylation,,,,,,,,,,
C61214,1,,,,O=Cc1cscn1,CC(N)CNC(=O)c1ccc(OCC(N)=O)cc1,CC(CNC(=O)c1ccc(OCC(N)=O)cc1)NCc1cscn1,Reductive_amination,,,,,,,,,,
C107730,1,,,,O=C(O)Cc1ccn[nH]1,CC(F)CC(=O)N1CCC(C(C)N)CC1,CC(F)CC(=O)N1CCC(C(C)NC(=O)Cc2ccn[nH]2)CC1,Amidation,,,,,,,,,,
C58440,1,,,,c1ccc2oc(N3CCNCC3)nc2c1,O=C(O)CCc1cncnc1,O=C(CCc1cncnc1)N1CCN(c2nc3ccccc3o2)CC1,Amidation,,,,,,,,,,
C63742,1,,,,Nc1ccc2ncc(Cl)n2c1,O=C(O)c1ccc2cccnn12,O=C(Nc1ccc2ncc(Cl)n2c1)c1ccc2cccnn12,Amidation,,,,,,,,,,
C112609,1,,,,O=C(O)c1cccc2cc[nH]c12,Cc1cccn2c(N)cnc12,Cc1cccn2c(NC(=O)c3cccc4cc[nH]c34)cnc12,Amidation,,,,,,,,,,
C111500,1,,,,CCCN,O=CC(F)(F)F,CCCNC(c1ncc[nH]1)C(F)(F)F,Petasis-borono_Mannich_reaction,,,OB(O)c1ncc[nH]1,,,,,,,
C107736,1,,,,O=C(O)Cc1ccn[nH]1,CC(CF)C(=O)N(C)CC1CCCCN1,CC(CF)C(=O)N(C)CC1CCCCN1C(=O)Cc1ccn[nH]1,Amidation,,,,,,,,,,
C59684,1,,,,C=O,[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1,c1cn(-c2ccnc3c2CCCC3)cn1,Van_Leusen_imidazole_synthesis,,,Nc1ccnc2c1CCCC2,,,,,,,
C111786,1,,,,Nc1ccc2cn[nH]c2n1,O=C(O)c1ccnn1C1CCCCC1,O=C(Nc1ccc2cn[nH]c2n1)c1ccnn1C1CCCCC1,Amidation,,,,,,,,,,
C110092,1,,,,O=C(O)c1ccn2ccnc2c1,CCCC(=O)NCC(C)(N)CO,CCCC(=O)NCC(C)(CO)NC(=O)c1ccn2ccnc2c1,Amidation,,,,,,,,,,
C108280,1,,,,O=C(O)c1cnn2c1CNCC2,O=C(O)c1ccn2nccc2c1,O=C(O)c1cnn2c1CN(C(=O)c1ccn3nccc3c1)CC2,Amidation,,,,,,,,,,
C60466,1,,,,O=C(O)c1cccc2cccnc12,CNCC(C)Br,CC(Br)CN(C)C(=O)c1cccc2cccnc12,Amidation,,,,,,,,,,
C59260,1,,,,Oc1ccc2c(c1)CNC2,Nc1snc2ccccc12,O=C(Nc1snc2ccccc12)N1Cc2ccc(O)cc2C1,Formation_of_urea_from_two_amines,,,,,,,,,,
C70416,1,,,,Cc1nc2cc(O)ccc2n1C,CC(C)CCNC(=O)CCl,Cc1nc2cc(OCC(=O)NCCC(C)C)ccc2n1C,Williamson_ether_synthesis,,,,,,,,,,
C107866,1,,,,Clc1nc2ccccc2[nH]1,C=CCS(N)(=O)=O,C=CCS(=O)(=O)Nc1nc2ccccc2[nH]1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,,,
C60966,1,,,,c1ccc2c(c1)CNC2,O=C(O)c1sccc1-n1cccc1,O=C(c1sccc1-n1cccc1)N1Cc2ccccc2C1,Amidation,,,,,,,,,,
C110691,1,,,,CCC(C)N,O=C(O)CSc1ncnc2ccccc12,CCC(C)NC(=O)CSc1ncnc2ccccc12,Amidation,,,,,,,,,,
C110510,1,,,,O=C(O)c1cccc2ccncc12,C#CC(N)C(C)C,C#CC(NC(=O)c1cccc2ccncc12)C(C)C,Amidation,,,,,,,,,,
